exp,k,lambda,steps,stiter,seed,h_inicial,h_final,temps_ms
3,500,0,010000,150000,100,66,2683,2648,137
3,500,0,010000,150000,100,77,2529,2529,129
3,500,0,010000,150000,100,88,2872,2748,131
3,500,0,010000,150000,100,99,2537,2487,161
3,500,0,010000,150000,100,110,2800,2757,140
3,500,0,001000,150000,100,11,2769,2717,278
3,500,0,001000,150000,100,22,2847,2847,272
3,500,0,001000,150000,100,33,2460,2420,267
3,500,0,001000,150000,100,44,2546,2516,268
3,500,0,001000,150000,100,55,2825,2718,267
3,500,0,001000,150000,100,66,2683,2615,275
3,500,0,001000,150000,100,77,2529,2522,266
3,500,0,001000,150000,100,88,2872,2761,267
3,500,0,001000,150000,100,99,2537,2436,266
3,500,0,001000,150000,100,110,2800,2778,272
3,500,0,000800,150000,100,11,2769,2763,265
3,500,0,000800,150000,100,22,2847,2799,271
3,500,0,000800,150000,100,33,2460,2443,262
3,500,0,000800,150000,100,44,2546,2529,266
3,500,0,000800,150000,100,55,2825,2726,263
3,500,0,000800,150000,100,66,2683,2638,279
3,500,0,000800,150000,100,77,2529,2456,262
3,500,0,000800,150000,100,88,2872,2731,261
3,500,0,000800,150000,100,99,2537,2438,261
3,500,0,000800,150000,100,110,2800,2747,272
3,500,0,000500,150000,100,11,2769,2732,263
3,500,0,000500,150000,100,22,2847,2847,276
3,500,0,000500,150000,100,33,2460,2394,263
3,500,0,000500,150000,100,44,2546,2528,278
3,500,0,000500,150000,100,55,2825,2726,266
3,500,0,000500,150000,100,66,2683,2629,277
3,500,0,000500,150000,100,77,2529,2487,283
3,500,0,000500,150000,100,88,2872,2749,261
3,500,0,000500,150000,100,99,2537,2428,265
3,500,0,000500,150000,100,110,2800,2783,281
3,500,0,000100,150000,100,11,2769,2660,286
3,500,0,000100,150000,100,22,2847,2827,295
3,500,0,000100,150000,100,33,2460,2399,311
3,500,0,000100,150000,100,44,2546,2480,286
3,500,0,000100,150000,100,55,2825,2704,291
3,500,0,000100,150000,100,66,2683,2603,323
3,500,0,000100,150000,100,77,2529,2467,292
3,500,0,000100,150000,100,88,2872,2739,293
3,500,0,000100,150000,100,99,2537,2388,302
3,500,0,000100,150000,100,110,2800,2710,294
3,1000,0,010000,150000,100,11,2769,2729,128
3,1000,0,010000,150000,100,22,2847,2847,141
3,1000,0,010000,150000,100,33,2460,2370,133
3,1000,0,010000,150000,100,44,2546,2491,129
3,1000,0,010000,150000,100,55,2825,2716,130
3,1000,0,010000,150000,100,66,2683,2620,138
3,1000,0,010000,150000,100,77,2529,2475,132
3,1000,0,010000,150000,100,88,2872,2750,137
3,1000,0,010000,150000,100,99,2537,2460,124
3,1000,0,010000,150000,100,110,2800,2735,135
3,1000,0,001000,150000,100,11,2769,2721,259
3,1000,0,001000,150000,100,22,2847,2847,281
3,1000,0,001000,150000,100,33,2460,2408,263
3,1000,0,001000,150000,100,44,2546,2446,262
3,1000,0,001000,150000,100,55,2825,2717,271
3,1000,0,001000,150000,100,66,2683,2610,270
3,1000,0,001000,150000,100,77,2529,2474,264
3,1000,0,001000,150000,100,88,2872,2779,273
3,1000,0,001000,150000,100,99,2537,2419,263
3,1000,0,001000,150000,100,110,2800,2723,269
3,1000,0,000800,150000,100,11,2769,2769,268
3,1000,0,000800,150000,100,22,2847,2847,271
3,1000,0,000800,150000,100,33,2460,2448,262
3,1000,0,000800,150000,100,44,2546,2497,267
3,1000,0,000800,150000,100,55,2825,2728,267
3,1000,0,000800,150000,100,66,2683,2639,272
3,1000,0,000800,150000,100,77,2529,2480,273
3,1000,0,000800,150000,100,88,2872,2773,272
3,1000,0,000800,150000,100,99,2537,2433,262
3,1000,0,000800,150000,100,110,2800,2759,279
3,1000,0,000500,150000,100,11,2769,2756,267
3,1000,0,000500,150000,100,22,2847,2847,277
3,1000,0,000500,150000,100,33,2460,2357,265
3,1000,0,000500,150000,100,44,2546,2505,261
3,1000,0,000500,150000,100,55,2825,2749,280
3,1000,0,000500,150000,100,66,2683,2611,275
3,1000,0,000500,150000,100,77,2529,2460,268
3,1000,0,000500,150000,100,88,2872,2737,288
3,1000,0,000500,150000,100,99,2537,2417,262
3,1000,0,000500,150000,100,110,2800,2723,270
3,1000,0,000100,150000,100,11,2769,2682,326
3,1000,0,000100,150000,100,22,2847,2843,299
3,1000,0,000100,150000,100,33,2460,2387,294
3,1000,0,000100,150000,100,44,2546,2462,323
3,1000,0,000100,150000,100,55,2825,2683,292
3,1000,0,000100,150000,100,66,2683,2619,299
3,1000,0,000100,150000,100,77,2529,2508,323
3,1000,0,000100,150000,100,88,2872,2723,294
3,1000,0,000100,150000,100,99,2537,2459,289
3,1000,0,000100,150000,100,110,2800,2758,315
