exp,k,lambda,steps,stiter,seed,h_inicial,h_final,temps_ms
3,10,0,001000,150000,10000,27,2608,2438,316
3,10,0,001000,150000,10000,954,2710,2643,318
3,10,0,001000,150000,10000,382,2433,2433,275
3,10,0,001000,150000,10000,611,2288,2211,269
3,10,0,001000,150000,10000,743,2752,2744,267
3,10,0,001000,150000,10000,159,2592,2592,273
3,10,0,001000,150000,10000,888,2354,2326,268
3,10,0,001000,150000,10000,266,3063,2918,272
3,10,0,001000,150000,10000,531,2550,2451,293
3,10,0,001000,150000,10000,679,2856,2798,329
3,10,0,001000,150000,10000,803,2502,2502,292
3,10,0,001000,150000,10000,47,2851,2851,346
3,10,0,001000,150000,10000,995,2693,2671,324
3,10,0,001000,150000,10000,214,2828,2788,274
3,10,0,001000,150000,10000,362,3024,2912,272
3,10,0,001000,150000,10000,580,3069,2962,279
3,10,0,001000,150000,10000,721,2665,2619,282
3,10,0,001000,150000,10000,134,2698,2629,394
3,10,0,001000,150000,10000,846,2674,2674,274
3,10,0,001000,150000,10000,271,2623,2523,266
3,10,0,001000,150000,10000,498,2387,2387,271
3,10,0,001000,150000,10000,617,2644,2594,275
3,10,0,001000,150000,10000,39,2368,2305,272
3,10,0,001000,150000,10000,902,2423,2354,271
3,10,0,001000,150000,10000,455,3040,2925,277
3,10,0,001000,150000,10000,768,2474,2474,266
3,10,0,001000,150000,10000,120,2490,2430,264
3,10,0,001000,150000,10000,593,2470,2375,260
3,10,0,001000,150000,10000,834,2622,2610,268
3,10,0,001000,150000,10000,206,2707,2629,274
3,10,0,001000,150000,10000,319,2459,2459,266
3,10,0,001000,150000,10000,650,2693,2650,269
3,10,0,001000,150000,10000,77,2529,2494,283
3,10,0,001000,150000,10000,982,2704,2586,271
3,10,0,001000,150000,50000,523,2679,2679,277
3,10,0,001000,150000,50000,87,2667,2667,292
3,10,0,001000,150000,50000,999,2739,2582,280
3,10,0,001000,150000,50000,341,2585,2462,288
3,10,0,001000,150000,50000,712,2935,2835,277
3,10,0,001000,150000,50000,65,2753,2679,282
3,10,0,001000,150000,50000,488,2957,2895,285
3,10,0,001000,150000,50000,230,2330,2264,296
3,10,0,001000,150000,50000,901,3045,2910,290
3,10,0,001000,150000,50000,144,2694,2641,306
3,10,0,001000,150000,50000,378,2935,2935,279
3,10,0,001000,150000,50000,654,2616,2541,294
3,10,0,001000,150000,50000,29,2631,2631,282
3,10,0,001000,150000,50000,810,2555,2512,280
3,10,0,001000,150000,50000,472,2567,2515,285
3,10,0,001000,150000,50000,193,2764,2582,276
3,10,0,001000,150000,50000,556,2792,2728,290
3,10,0,001000,150000,50000,721,2665,2638,287
3,10,0,001000,150000,50000,88,2872,2801,322
3,10,0,001000,150000,50000,402,2583,2528,285
3,10,0,001000,150000,50000,615,2561,2460,282
3,10,0,001000,150000,50000,777,2807,2737,334
3,10,0,001000,150000,50000,5,2576,2511,283
3,10,0,001000,150000,50000,268,2668,2635,280
3,10,0,001000,150000,50000,349,2862,2858,291
3,10,0,001000,150000,50000,920,2529,2467,276
3,10,0,001000,150000,50000,431,2620,2620,284
3,10,0,001000,150000,50000,602,2872,2814,283
3,10,0,001000,150000,50000,118,2500,2415,277
3,10,0,001000,150000,50000,745,2845,2753,297
3,10,0,001000,150000,50000,864,2478,2408,271
3,10,0,001000,150000,50000,52,2617,2617,275
3,10,0,001000,150000,50000,390,2793,2790,306
3,10,0,001000,150000,50000,281,2386,2368,269
3,10,0,001000,150000,50000,973,2440,2356,272
3,10,0,001000,150000,50000,167,2877,2844,302
3,10,0,001000,150000,50000,459,2592,2490,281
3,10,0,001000,150000,50000,630,2720,2720,285
3,10,0,001000,150000,50000,204,2742,2673,291
3,10,0,001000,150000,50000,851,2538,2498,282
3,10,0,001000,150000,50000,76,2800,2762,282
3,10,0,001000,150000,50000,538,2579,2528,289
3,10,0,001000,150000,50000,692,2971,2820,279
3,10,0,001000,150000,50000,314,2559,2523,285
3,10,0,001000,150000,50000,947,2492,2492,283
3,10,0,001000,150000,50000,183,2454,2412,286
3,10,0,001000,150000,50000,420,2756,2718,285
3,10,0,001000,150000,50000,559,2756,2669,280
3,10,0,001000,150000,50000,601,2861,2819,277
3,10,0,001000,150000,50000,732,2598,2530,274
3,10,0,001000,150000,50000,11,2769,2727,282
3,10,0,001000,150000,50000,298,2516,2457,285
3,10,0,001000,150000,50000,467,3045,3045,305
3,10,0,001000,150000,50000,825,2572,2479,271
3,10,0,001000,150000,50000,940,2615,2596,283
3,10,0,001000,150000,50000,156,2579,2579,301
3,10,0,001000,150000,50000,377,2643,2588,281
3,10,0,001000,150000,50000,688,2681,2681,279
3,10,0,001000,150000,50000,249,2600,2496,289
3,10,0,001000,150000,50000,563,2698,2698,294
3,10,0,001000,150000,50000,704,3027,3027,292
3,10,0,001000,150000,50000,92,2619,2619,283
3,10,0,001000,150000,50000,815,2658,2625,284
3,10,0,001000,150000,50000,333,2451,2386,282
3,10,0,001000,150000,50000,478,2591,2558,287
3,10,0,001000,150000,50000,690,2581,2553,285
3,10,0,001000,150000,50000,27,2608,2457,273
3,10,0,001000,150000,50000,954,2710,2659,282
3,10,0,001000,150000,50000,382,2433,2433,276
3,10,0,001000,150000,50000,611,2288,2185,273
3,10,0,001000,150000,50000,743,2752,2699,277
3,10,0,001000,150000,50000,159,2592,2578,286
3,10,0,001000,150000,50000,888,2354,2290,277
3,10,0,001000,150000,50000,266,3063,2928,278
3,10,0,001000,150000,50000,531,2550,2484,286
3,10,0,001000,150000,50000,679,2856,2801,301
3,10,0,001000,150000,50000,803,2502,2502,276
3,10,0,001000,150000,50000,47,2851,2851,279
3,10,0,001000,150000,50000,995,2693,2693,309
3,10,0,001000,150000,50000,214,2828,2760,274
3,10,0,001000,150000,50000,362,3024,2900,282
3,10,0,001000,150000,50000,580,3069,2968,290
3,10,0,001000,150000,50000,721,2665,2627,282
3,10,0,001000,150000,50000,134,2698,2696,277
3,10,0,001000,150000,50000,846,2674,2669,298
3,10,0,001000,150000,50000,271,2623,2560,275
3,10,0,001000,150000,50000,498,2387,2387,281
3,10,0,001000,150000,50000,617,2644,2644,290
3,10,0,001000,150000,50000,39,2368,2316,277
3,10,0,001000,150000,50000,902,2423,2382,282
3,10,0,001000,150000,50000,455,3040,2946,290
3,10,0,001000,150000,50000,768,2474,2474,282
3,10,0,001000,150000,50000,120,2490,2394,277
3,10,0,001000,150000,50000,593,2470,2358,275
3,10,0,001000,150000,50000,834,2622,2622,280
3,10,0,001000,150000,50000,206,2707,2621,288
3,10,0,001000,150000,50000,319,2459,2447,278
3,10,0,001000,150000,50000,650,2693,2647,279
3,10,0,001000,150000,50000,77,2529,2481,305
3,10,0,001000,150000,50000,982,2704,2615,274
